grn_001.jpg	Un termo forrado en cuero tejido y un mate. Estos elementos son fundamentales para el consumo del tereré, bebida emblemática de la cultura paraguaya y guaraní. Representan la hospitalidad y la vida social cotidiana.
grn_002.jpg	Heta ta'ãnga ojehecha peteĩ kuña ha peteĩ mitãrã. Ko ta'ãnga ohechauka pe mborayhu ha pe ñemongeta teko Paraguái peve. Oñemoĩ peteĩ yvyra guasu ndive, ohechauka haguã pe pytyvõ ha pe py'aguapy.
grn_003.jpg	Ojehecha peteĩ pyasa ha yvytu hégui ojevendéva. Ko'ápe oĩ yvyra rakã ha opaichagua yvyra ra'y oñongrúva teko paraguaiguápe. Ko'ã mba'e ha'e umi oñembohasáva ñane retãme oipyrupávo ñande reko.
grn_004.jpg	Mandi'o ha yvoty oñemboty haguã peteĩ kapi'i rupi. Ko'ãva ha'e tembi'u ñembyaty Paraguái rembi'u pohã ha tekoporãme g̃uarã. Iporãite ojehecha ko'ãva ñemohenda oikóva ñande rembiapópe.
grn_005.jpg	Ta'ãnga peteĩ santo Paraguái guasu. Oñembo'e ha ojehecha hekove Paraguái rekovape, ndaje ha'e peteĩ mbo'ehára kristiano. Ojehecha heñandúva ha oñemoĩ peteĩ altar ypýpe.
grn_006.jpg	Ojehecha oñemoambueha peteĩ tembo'y Paraguáipe. Ko mba'e ohechaukávo pe tembiapo katuete, oreko mbohapy kuéra oñembosapo haguã pe rakã. Ko'ápe ojehecha pe tekove Paraguáipe, oñemohenda haguã umi óga.
grn_007.jpg	Petẽryry yvytu ha tata ári. Ko'ápe ojehecha peteĩ tekoporã guaraní, oñembosako'i haguã iñandutikuépe tata pyahu ári. Ko'ã mba'e ha'e tekoha ha tembiapo tee oikóva ñande retãme.
grn_008.jpg	Ta'ãnga hory oñembo'y hína yvy poty rehe. Ko'ã mba'e ojehecha opaite tendápe Paraguayme, ojehechauka haguã tekopyhu ha py'aguapy. He'i hikuái ko'ãva ha'e peteĩ mba'e omohesãmby haguã ñande rekove.
grn_009.jpg	Chipá peteĩ. Ko tupaáva ha'e teko paraguaigua hetaite rekohápe, ha oñembojere hese ñande reko ha ñande ra'apo. Oñembo'e ko chipápe chipa ra'y ha chipa ryguasu.
grn_010.jpg	Ojehecha peteĩ óga guaraní, haku yvyra ha paja rupi. Ko óga ha'e teko yma ha tekoporã guaraní ñembyatyhápe. Ojehecha avei tapichakuéra oñembohepýva pe óga ypýpe.
grn_011.jpg	Chipá guasu. Ko ta'ãnga ha'e peteĩ tembi'u pyahúva ha py'aguapyva, oñembo'e ha oñemombe'u Paraguái retãme. Ojeipuru itatýre ha ojehecha heta hapépe, tupãvave ndaje.
grn_012.jpg	Plato containing white rice and a chicken stew in a creamy orange sauce. This represents a typical homemade meal in Paraguay, combining staples for a nutritious family dinner.
grn_013.jpg	Sopa paragua'i. Ha'e peteĩ tembi'u ryguasúva ha iñandutéva, ojejapóva avati, queso ha tetãndy ndive. Ko tembi'u ningo tekoha Paraguáipe.
grn_014.jpg	He'ẽ, ko'ãva ha'e hína umi tembiapo ha artesanias ojehechávape peteĩ ñanduti ha ñemu ha'ehápe. Ko'ã mba'e ohechauka pe teko Paraguái ha umi tembiapo porã ojejapóva py'aguapy ha vy'apópe. Ko'ãva ha'e hína ñande reko ha ñande rapo.
grn_015.jpg	Mangoyra haku opaite oñemoĩ peteĩ mesa yvytépe. Ko’ápe ojevendéva hína mangoyra, mba'e oikóva Paraguái retãme. He'iháicha, ko'ápe ojejapóva hína peteĩ vyru mango.
grn_016.jpg	Peteĩ kuimba'e ovendéva tembi'u ha tembi'u rasy tawa’i peteĩ tape ru'ãme. Ko'ãva ha'e artesanía guaraní, ojehecha hikuái karaijára ha ambue animal kuéra. Ko tembiapo ohechauka pe teko Paraguái ha pe rekove pytũmby.
grn_017.jpg	Maní pelado. Ha'e peteĩ rembi'u he'yháva ha ojehecharamoite Paraguái peẽme. Ojeipuru heta mba'épe, taha'e rembi'u térã tembi'u mbohapýpe.
grn_018.jpg	Ojehecha peteĩ ao mborayhu, ojehechauka haguã ñande reko. Ko ta'ãnga ha'e peteĩ tembiapo ryguasu, oñemongeta haguã ñande rapicha ha ñande reko. Ko'ápe ojekuaa pe mborayhu ha pe teko porã guaraní.
grn_019.jpg	Aoñandúma peteĩ ñandutýra. Ko ñandutýra ha'e peteĩ mbo'ehára teko paraguaigua, ojehecha haguã pe ñe'ẽndy ha pe arandu guaraní. He'i hína pe ñandutýra iñandúva ha iñapyrãva Paraguay retãme.
grn_020.jpg	Ta'ãnga yvyra rupi. Ko tembi'u ohechauka hína umi mba'e ojejapóva yvyra ndive, oñongatu haguã ñande reko ha ñande rapora. He'i ñandéve ñande ypykuéra rekove rehe.
grn_021.jpg	Petẽi ysyry yýpe oĩva víra ysyry (Victoria amazonica). Ko yvyra yvýpe ojehecha umi yvyra yýpe oikóva, ha ikatúntema ojehecha umi tapicha ohechávo ko tekoha. Ko yvyra yýpe oikóva ojehecha Paraguái ha umi yvyra yýpe oikóva.
grn_022.jpg	Yvoty ovove hovy. Ko'ã yvoty oñandúvo ñane retã rembi'u ha teko, ohechauka pe ñayru yvoty guasu ñane retãme. He'iháicha ñande ypykuéra, pe hovy ha kure omohesã ñande reko.
grn_023.jpg	Ruinas jesuíticas. Ko'ãva ha'e tekoha oiko haguã guaraní ha jesuita ymaite. Ohechauka ñande reko ha ñande historia Paraguáipe.
grn_024.jpg	Kuéra oñembopyvy'a haguã ojerure hína polla guasu ha he'yvape. Ko'ãva ha'e polla typói Paraguái teko ha jepokuaa. Oñembosára hína peteĩ mbo'eha'ã guaraní ha paraguái.
grn_025.jpg	Peteĩ kuña omba'apo hína hína peteĩ kyse mbo'ehaápe, oñembopora haguã chamamépe. Ko traje ha pe mbo'ehaápe oje'e "La Ciudad Tiene Ritmo", ohechauka pe tembiapo ha pe joaju oĩva Corrientes-pe, Argentina ha Paraguay-pe. Ko'ápe ojehecha pe teko ha pe jerovia guaraní ha regional.
grn_026.jpg	Peteĩ yvyra oĩva ijyva pohyháva ha iñasyryva. Ko yvyra ha'e peteĩ mba'e ohechaukáva pe teko Paraguái ha iñayhuéva pe ñembyaty yvyraýva. Ohecha pe yvyra iñamongatái ha iñatýva pe yvyra yvytu.
grn_027.jpg	Heta yvate okẽva tupi-guaraní rembi'u. Ko'ápe ojekuaa peteĩ vori vori ha chipá hína. Teko Paraguái ha Guaraní ningo ko'ápe ojehecha.
grn_028.jpg	Una figura del Pombero. Es un personaje legendario y protector de la naturaleza en la cultura guaraní y paraguaya. Se le representa comúnmente como un hombre pequeño y velludo.
